#FILE,SEQUENCE,START,END,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_100679_length_345_cov_1.189655,168,345,cheB,37-214/1104,===...../......,4/12,15.58,78.804,vfdb,YP_109897
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_165324_length_218_cov_0.797546,2,146,psaA,83-230/930,.===..../......,1/3,15.59,76.351,vfdb,NP_346089
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_16547_length_1327_cov_2.874214,1082,1255,pilJ,1511-1684/2049,...........==..,0/0,8.49,75.287,vfdb,NP_249102
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_165903_length_217_cov_0.864198,1,217,bsp22,128-344/618,...======......,0/0,35.11,98.157,vfdb,NP_880899
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_166421_length_216_cov_1.124224,1,216,ptlF,42-257/822,=====..........,0/0,26.28,100.000,vfdb,NP_882293
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_166639_length_216_cov_0.757764,1,216,fimC,1524-1739/2622,........==.....,0/0,8.24,99.074,vfdb,NP_880573
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_166896_length_215_cov_1.281250,15,176,pvdA,190-351/1332,.===..../......,2/2,12.09,75.460,vfdb,NP_251076
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_166928_length_215_cov_1.181250,3,215,icl,133-345/1287,.===..../......,4/8,16.24,77.880,vfdb,YP_177728
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_167103_length_215_cov_1.000000,5,157,clpV1,2491-2643/2709,.............==,0/0,5.65,83.007,vfdb,NP_248780
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_167515_length_214_cov_1.396226,1,214,bplA,703-916/1053,..........====.,0/0,20.32,100.000,vfdb,NP_878995
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_167555_length_214_cov_1.308176,1,194,hsiB1/vipA,238-431/519,......=======..,0/0,37.38,81.959,vfdb,NP_248773
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_168348_length_213_cov_1.088608,1,203,fleQ,724-926/1473,......==/=.....,4/6,13.58,75.728,vfdb,NP_249788
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_168398_length_213_cov_0.987342,15,213,mgtB,852-1050/2727,....==.........,0/0,7.30,80.905,vfdb,NP_462662
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_16852_length_1309_cov_3.276715,429,597,tlpA,1658-1826/2028,............==.,0/0,8.33,77.515,vfdb,NP_206899
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_168681_length_212_cov_1.662420,36,176,cheA,970-1110/2310,......==.......,0/0,6.10,75.887,vfdb,YP_002343725
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_168956_length_212_cov_1.159236,86,212,motA,1-127/861,===............,0/0,14.75,84.252,vfdb,YP_109905
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_168990_length_212_cov_1.076433,2,210,fliM,721-929/999,..........====.,0/0,20.92,81.818,vfdb,YP_106652
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_169153_length_212_cov_0.859873,1,212,fliF,444-655/1797,...===.........,0/0,11.80,83.491,vfdb,YP_106858
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_169600_length_211_cov_1.166667,1,211,cyaA,2118-2328/5121,......=........,0/0,4.12,99.052,vfdb,NP_879578
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_170551_length_209_cov_2.759740,52,209,clpV1,1-158/2709,=..............,0/0,5.83,78.481,vfdb,NP_248780
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_170802_length_209_cov_1.292208,1,209,dnt,3602-3810/4395,............==.,0/0,4.76,100.000,vfdb,NP_881965
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_171716_length_208_cov_0.901961,21,177,fliI,471-628/1386,....===./......,1/1,11.33,75.949,vfdb,NP_281405
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_172170_length_207_cov_1.203947,1,134,algW,647-780/1170,........===....,0/0,11.45,83.582,vfdb,NP_253136
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_172433_length_207_cov_0.809211,3,207,cyaA,4435-4639/5121,............==.,0/0,4.00,97.561,vfdb,NP_879578
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_172705_length_206_cov_1.331126,15,181,pvdJ,2522-2688/6474,.....=../......,2/4,2.55,75.740,vfdb,NP_251090
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_173048_length_206_cov_0.847682,1,206,pilT,464-669/1035,......====.....,0/0,19.90,84.466,vfdb,NP_249086
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_17329_length_1284_cov_1.825061,1,440,ebpB,1-440/1431,=====..........,0/0,30.75,99.545,vfdb,NP_814822
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_17329_length_1284_cov_1.825061,444,1284,ebpA,2472-3312/3312,...........====,0/0,25.39,99.168,vfdb,NP_814821
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_17463_length_1277_cov_2.319967,7,174,tlpC,1621-1788/2022,............==.,0/0,8.31,80.357,vfdb,NP_206882
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_18189_length_1242_cov_1.546757,1,124,pilT,613-736/1035,........===....,0/0,11.98,78.226,vfdb,NP_249086
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_18398_length_1233_cov_2.355688,390,760,cheY,1-371/375,===============,0/0,98.93,75.741,vfdb,NP_207858
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_19086_length_1202_cov_2.787271,520,648,tlpC,1659-1787/2022,............==.,0/0,6.38,83.721,vfdb,NP_206882
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_19724_length_1174_cov_2.246649,655,804,hasC,9-158/915,===............,0/0,16.39,75.333,vfdb,NP_270109
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_20327_length_1151_cov_2.075730,1,1151,ebpA,660-1810/3312,..=======......,0/0,34.75,99.218,vfdb,NP_814821
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_206_length_29532_cov_5.295044,16559,16686,motB,541-668/1245,......===......,0/0,10.28,78.125,vfdb,YP_001006781
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_20727_length_1136_cov_1.730805,65,213,bplC,458-606/1101,.....===/......,4/8,13.17,78.431,vfdb,NP_878993
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_22_length_79816_cov_4.723913,5005,5143,xcpA/pilD,586-722/873,......../.===..,3/6,15.46,78.723,vfdb,NP_253218
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_2326_length_5611_cov_3.197804,5196,5297,acfB,1393-1494/1881,...........=...,0/0,5.42,82.353,vfdb,NP_230488
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_24617_length_1004_cov_1.943098,754,943,tssH-5/clpV,2181-2370/3039,..........==...,0/0,6.25,75.263,vfdb,YP_111509
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_24859_length_997_cov_2.386412,1,72,EF3023,1-72/4119,=..............,0/0,1.75,98.611,vfdb,NP_816637
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_25123_length_990_cov_2.188235,1,352,fss2,4605-4956/4956,.............==,0/0,7.10,97.727,vfdb,NP_816151
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_25171_length_989_cov_2.038544,1,989,ace,195-1183/2025,.========......,0/0,48.84,98.888,vfdb,NP_814829
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_25994_length_967_cov_2.256579,1,879,fss2,2559-3437/4956,.......====....,0/0,17.74,97.270,vfdb,NP_816151
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_26073_length_965_cov_2.224176,827,965,ebpA,1-139/3312,=..............,0/0,4.20,100.000,vfdb,NP_814821
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_26789_length_946_cov_1.606061,188,432,fliY,607-851/864,..........=====,0/0,28.36,75.510,vfdb,NP_207820
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_26972_length_941_cov_1.802483,1,941,ptlC,781-1721/2475,....=======....,0/0,38.02,99.787,vfdb,NP_882289
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_28372_length_909_cov_1.631148,708,909,manC,1214-1415/1428,............===,0/0,14.15,79.703,vfdb,YP_109405
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_29446_length_886_cov_2.162455,153,884,icl,481-1209/1287,.....===/======,8/13,56.25,75.577,vfdb,YP_177728
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_29770_length_879_cov_1.893204,20,256,pscR,409-645/654,.........======,0/0,36.24,80.169,vfdb,NP_250384
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_3023_length_4646_cov_3.256589,2126,2832,clpV1,586-1292/2709,...====./......,4/8,25.95,75.387,vfdb,NP_248780
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_30349_length_867_cov_1.490148,148,423,algA,1125-1400/1446,......../..====,3/6,18.88,75.269,vfdb,NP_252241
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_30492_length_864_cov_1.442522,92,864,efaA,1-773/927,=============..,0/0,83.39,99.741,vfdb,NP_815739
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_30837_length_857_cov_1.604738,244,453,tlpA,1657-1866/2028,............==.,0/0,10.36,76.190,vfdb,NP_206899
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_30921_length_855_cov_1.941250,301,450,tsr,1099-1248/2022,........==.....,0/0,7.42,76.667,vfdb,YP_109900
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_31804_length_837_cov_2.654731,236,796,clpE,1182-1742/2175,.......=/====..,4/6,25.66,77.128,vfdb,NP_464522
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_31934_length_835_cov_1.448718,571,824,flgI,85-338/1029,.====..........,0/0,24.68,77.165,vfdb,NP_207044
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_32500_length_824_cov_1.628088,1,824,bopD,157-980/1011,..=============,0/0,81.50,99.150,vfdb,NP_814691
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_325_length_22176_cov_4.587722,16499,16760,fliN,237-498/498,.......========,0/0,52.61,78.626,vfdb,YP_106653
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_33209_length_811_cov_2.007937,1,129,bopD,1-129/1011,==.............,0/0,12.76,99.225,vfdb,NP_814691
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_34527_length_789_cov_1.603542,58,617,fim2,79-632/633,.=======/======,3/8,87.36,78.075,vfdb,NP_879898
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_34875_length_783_cov_1.328297,1,783,cyaA,3161-3943/5121,......../===...,2/4,15.25,96.051,vfdb,NP_879578
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_35960_length_766_cov_6.213783,1,116,tlpA,1657-1772/2028,............==.,0/0,5.72,81.897,vfdb,NP_206899
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_37443_length_744_cov_3.104499,10,166,flaA,362-518/1533,...===.........,0/0,10.24,76.433,vfdb,NP_207396
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_38683_length_728_cov_1.315007,1,373,dnt,1-373/4395,==.............,0/0,8.49,99.464,vfdb,NP_881965
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_38723_length_727_cov_1.724702,1,476,gelE,1058-1533/1533,..........=====,0/0,31.05,99.370,vfdb,NP_815516
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_38723_length_727_cov_1.724702,525,727,sprE,1-203/855,====...........,0/0,23.74,99.015,vfdb,NP_815515
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_4024_length_3757_cov_2.211777,798,939,algW,640-781/1170,.......=/==....,2/4,11.97,76.389,vfdb,NP_253136
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_40394_length_705_cov_1.341538,1,585,bscC,1219-1803/1803,..........=====,0/0,32.45,98.632,vfdb,NP_880879
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_41148_length_695_cov_1.873438,1,695,EF3023,64-758/4119,===............,0/0,16.87,99.568,vfdb,NP_816637
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_41478_length_691_cov_1.628931,1,109,bscL,531-639/639,............===,0/0,17.06,100.000,vfdb,NP_880889
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_41478_length_691_cov_1.628931,114,691,bscN,1-578/1335,=======........,0/0,43.30,98.097,vfdb,NP_880888
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_41776_length_687_cov_2.148734,1,687,EF0818,92-778/3015,====...........,0/0,22.79,98.399,vfdb,NP_814561
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_42406_length_680_cov_1.420800,49,143,acfB,1396-1490/1881,...........=...,0/0,5.05,83.158,vfdb,NP_230488
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_42522_length_678_cov_2.207063,98,291,flhA,454-647/2175,..===.../......,4/6,8.78,75.127,vfdb,NP_282036
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_42669_length_676_cov_2.629630,51,643,bcrD,205-797/2100,.=====.........,0/0,28.24,75.885,vfdb,NP_880904
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_43786_length_663_cov_2.149671,32,169,htpB,748-885/1653,......===......,0/0,8.35,76.812,vfdb,YP_094724
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_44857_length_651_cov_1.875839,1,637,fss2,494-1130/4956,.===...........,0/0,12.85,96.860,vfdb,NP_816151
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_45604_length_643_cov_2.355442,172,643,EF3023,3648-4119/4119,.............==,0/0,11.46,100.000,vfdb,NP_816637
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_46115_length_638_cov_1.656947,1,564,ptxB,118-681/681,..=============,0/0,82.82,97.518,vfdb,NP_882283
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_46423_length_635_cov_1.694828,1,635,fss1,1083-1717/5964,..===..........,0/0,10.65,99.843,vfdb,NP_813892
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_4730_length_3343_cov_2.443735,2028,2169,tlpC,1646-1787/2022,............==.,0/0,7.02,78.873,vfdb,NP_206882
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_47353_length_626_cov_1.661996,1,626,EF3023,758-1383/4119,..====.........,0/0,15.20,99.201,vfdb,NP_816637
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_4763_length_3319_cov_1.879289,1,363,srtC,1-363/855,=======........,0/0,42.46,100.000,vfdb,NP_814824
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_4763_length_3319_cov_1.879289,457,2340,ebpC,1-1878/1878,========/======,1/6,100.00,98.992,vfdb,NP_814823
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_4763_length_3319_cov_1.879289,2337,3319,ebpB,449-1431/1431,....===========,0/0,68.69,98.779,vfdb,NP_814822
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_47940_length_620_cov_1.683186,1,620,cyaB,358-977/2139,..=====........,0/0,28.99,98.065,vfdb,NP_879579
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_48456_length_615_cov_1.782143,1,510,srtC,346-855/855,......=========,0/0,59.65,99.020,vfdb,NP_814824
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_49700_length_604_cov_1.466302,173,590,pilB,944-1361/1701,.......=/====..,8/20,23.99,81.542,vfdb,NP_253216
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_49781_length_603_cov_1.806569,82,186,ccmF,681-785/1953,.....==........,0/0,5.38,81.905,vfdb,YP_094896
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_5059_length_3153_cov_2.186895,810,1610,cpsB,1-801/801,===============,0/0,100.00,99.001,vfdb,NP_816140
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_5059_length_3153_cov_2.186895,1607,2422,cpsA,1-816/816,===============,0/0,100.00,99.755,vfdb,NP_816141
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_50636_length_595_cov_1.948148,316,443,fleN,52-179/843,====...........,0/0,15.18,79.688,vfdb,NP_250145
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_51700_length_586_cov_1.877589,473,586,efaA,814-927/927,.............==,0/0,12.30,99.123,vfdb,NP_815739
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_51703_length_586_cov_1.845574,285,430,tlpC,1660-1805/2022,............==.,0/0,7.22,77.397,vfdb,NP_206882
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_52283_length_581_cov_2.302281,3,581,fss2,1948-2526/4956,.....===.......,0/0,11.68,95.509,vfdb,NP_816151
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_52671_length_578_cov_1.869981,1,421,katA,323-743/1515,..=====./......,2/2,27.72,77.251,vfdb,NP_273273
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_53442_length_572_cov_1.462282,13,561,vgrG1b,1092-1640/2226,......==/===...,2/2,24.62,78.182,vfdb,NP_248785
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_54579_length_563_cov_1.401575,3,555,cheA,1145-1697/2244,.......=/===...,2/6,24.51,80.216,vfdb,YP_109902
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_55414_length_556_cov_2.313373,135,556,gelE,1-422/1533,=====..........,0/0,27.53,98.578,vfdb,NP_815516
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_56115_length_551_cov_1.633065,1,551,EF3023,2032-2582/4119,.......===.....,0/0,13.38,100.000,vfdb,NP_816637
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_56253_length_550_cov_1.484848,1,550,dnt,1692-2241/4395,.....===.......,0/0,12.51,100.000,vfdb,NP_881965
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_56743_length_546_cov_1.818737,190,545,pscN,841-1196/1323,......../=====.,4/4,26.76,75.698,vfdb,NP_250388
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_56945_length_545_cov_1.148980,1,341,bplI,365-705/705,.......========,0/0,48.37,99.413,vfdb,NP_878987
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_57350_length_542_cov_1.568789,14,420,gspE,748-1154/1494,.......=/===...,2/2,27.18,76.471,vfdb,YP_404601
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_58099_length_537_cov_1.232365,94,537,cyaA,1-444/5121,==.............,0/0,8.67,100.000,vfdb,NP_879578
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_59671_length_525_cov_2.308511,1,525,EF3023,2677-3201/4119,.........===...,0/0,12.75,99.810,vfdb,NP_816637
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_60860_length_517_cov_2.012987,2,517,fhaC,1046-1561/1755,........======.,0/0,29.40,96.512,vfdb,NP_880575
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_63066_length_504_cov_1.416481,1,255,fliC,153-407/1146,..====.........,0/0,22.25,76.471,vfdb,YP_001006728
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_63878_length_499_cov_1.596847,1,499,tcfA,1307-1805/1944,..........====.,0/0,25.67,90.581,vfdb,NP_879974
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_63968_length_498_cov_2.932280,1,498,fss1,400-897/5964,.==............,0/0,8.35,98.795,vfdb,NP_813892
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_6558_length_2594_cov_4.195746,598,816,acpXL,1-219/237,==============.,0/0,92.41,75.799,vfdb,NP_540392
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_65714_length_488_cov_0.979215,3,121,pvdI,2548-2663/15450,..=...../......,2/3,0.75,79.832,vfdb,NP_251092
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_67075_length_480_cov_1.218824,10,480,icl,661-1131/1287,.......=/=====.,2/2,36.52,76.483,vfdb,YP_177728
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_67135_length_479_cov_2.047170,12,287,btc22,1-276/276,===============,0/0,100.00,97.101,vfdb,NP_880898
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_67135_length_479_cov_2.047170,310,479,bsp22,449-618/618,..........=====,0/0,27.51,98.235,vfdb,NP_880899
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_6765_length_2534_cov_2.413070,1409,1555,pilJ,1508-1654/2049,......../..==..,2/2,7.13,77.027,vfdb,NP_249102
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_67890_length_475_cov_1.407143,1,97,bscT,705-801/801,.............==,0/0,12.11,98.969,vfdb,NP_880882
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_67890_length_475_cov_1.407143,94,474,bscU,1-381/1050,======.........,0/0,36.29,98.950,vfdb,NP_880881
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_68318_length_473_cov_1.160287,1,99,cheV3,625-723/1302,.......==......,0/0,7.60,81.818,vfdb,NP_207394
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_69560_length_466_cov_1.498783,24,192,tlpC,1634-1802/2022,............==.,0/0,8.36,78.698,vfdb,NP_206882
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_70924_length_459_cov_1.368812,1,459,fhaB,3347-3805/10773,....==.........,0/0,4.26,96.078,vfdb,NP_880571
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_71390_length_456_cov_2.630923,57,454,tsr,805-1202/2022,.....===/=.....,4/8,19.49,75.373,vfdb,YP_109900
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_71822_length_454_cov_2.433584,129,454,bplB,65-390/576,.=======/==....,2/6,56.08,78.116,vfdb,NP_878994
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_71896_length_454_cov_1.646617,1,453,hsiC1/vipB,723-1175/1497,.......=====...,0/0,30.26,87.859,vfdb,NP_248774
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_72464_length_451_cov_1.666667,1,166,fliM,262-427/972,....===........,0/0,17.08,76.506,vfdb,NP_250134
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_72624_length_450_cov_1.858228,11,450,fss2,1500-1936/4956,....==../......,4/7,8.78,78.733,vfdb,NP_816151
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_73088_length_448_cov_1.343511,1,448,bcrD,1155-1602/2100,........====...,0/0,21.33,98.661,vfdb,NP_880904
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_73222_length_447_cov_1.750000,1,447,fhaC,263-709/1755,..=====........,0/0,25.47,97.987,vfdb,NP_880575
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_73859_length_444_cov_1.622108,1,444,fhaB,4863-5306/10773,......==.......,0/0,4.12,97.973,vfdb,NP_880571
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_74163_length_443_cov_0.809278,78,205,clpE,328-455/2175,..==...........,0/0,5.89,76.562,vfdb,NP_464522
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_74462_length_441_cov_1.870466,1,441,ebpA,1983-2423/3312,........===....,0/0,13.32,99.093,vfdb,NP_814821
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_74744_length_440_cov_1.514286,1,430,pilU,622-1051/1149,.......=/=====.,2/4,37.25,77.083,vfdb,NP_249087
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_74829_length_440_cov_1.093506,318,424,pilJ,1534-1640/2049,...........==..,0/0,5.22,80.374,vfdb,NP_249102
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_75233_length_438_cov_1.253264,1,438,fhaB,5701-6096/10773,.......=/......,1/42,3.68,81.507,vfdb,NP_880571
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_75630_length_436_cov_1.482940,181,285,wcbR,232-335/7641,=......./......,1/1,1.36,80.952,vfdb,YP_109384
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_76215_length_433_cov_2.002646,3,355,flhA,76-428/2103,====...........,0/0,16.79,77.620,vfdb,YP_109890
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_76267_length_433_cov_1.648148,323,433,bplL,1-111/1875,=..............,0/0,5.92,100.000,vfdb,NP_878986
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_76323_length_433_cov_1.357143,1,315,bplG,280-594/594,.......========,0/0,53.03,98.413,vfdb,NP_878989
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_7746_length_2294_cov_3.188477,431,543,tlpA,1669-1781/2028,............==.,0/0,5.57,81.416,vfdb,NP_206899
/tmp/SRR606249_subset10_1_reads_trim30.metaspades.contigs.fa,NODE_77676_length_427_cov_0.981183,1,69,bscS,199-267/267,...........====,0/0,25.84,100.000,vfdb,NP_880883
