#FILE,SEQUENCE,START,END,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_73515,15,140,ideR,292-417/693,.....===/=.....,2/6,17.75,78.295,vfdb,NP_217227
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_74297,36,205,cheA,6-175/2244,==.............,0/0,7.58,81.765,vfdb,YP_109902
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_74852,1,587,fss1,1130-1716/5964,..===..........,0/0,9.84,99.830,vfdb,NP_813892
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_75342,1,500,clpV1,1972-2471/2709,......../..===.,2/2,18.42,84.032,vfdb,NP_248780
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_75609,1,345,ptxD,115-459/459,...============,0/0,75.16,97.101,vfdb,NP_882284
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_75609,319,719,ptxE,2-402/402,===============,0/0,99.75,95.761,vfdb,NP_882285
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_75609,802,1305,ptxC,1-504/684,============...,0/0,73.68,92.063,vfdb,NP_882286
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_76132,463,552,efaA,838-927/927,.............==,0/0,9.71,100.000,vfdb,NP_815739
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_77037,1,343,bscT,1-343/801,=======........,0/0,42.82,99.417,vfdb,NP_880882
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_77037,355,412,bscS,210-267/267,...........====,0/0,21.72,100.000,vfdb,NP_880883
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_77744,1,323,ptlF,42-364/822,=======........,0/0,39.29,100.000,vfdb,NP_882293
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_77814,1,171,clpV1,2026-2196/2709,...........==..,0/0,6.31,76.023,vfdb,NP_248780
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_78393,246,521,algA,1125-1400/1446,......../..====,3/6,18.88,75.269,vfdb,NP_252241
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_78860,5847,6016,tsr,1075-1244/2022,.......===.....,0/0,8.41,77.059,vfdb,YP_109900
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_7900,1,428,fss2,1512-1936/4956,....==../......,4/7,8.54,78.140,vfdb,NP_816151
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_79000,213,319,pilJ,1534-1640/2049,...........==..,0/0,5.22,80.374,vfdb,NP_249102
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_7906,238,370,katB,1214-1346/2196,........==.....,0/0,6.06,76.692,vfdb,YP_096397
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_79348,1,73,ace,1-73/2025,=..............,0/0,3.60,100.000,vfdb,NP_814829
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_79875,1,312,fhaB,434-745/10773,==.............,0/0,2.90,90.385,vfdb,NP_880571
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_80498,3213,3325,tlpA,1669-1781/2028,............==.,0/0,5.57,81.416,vfdb,NP_206899
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_80540,280,665,katA,358-743/1515,...====./......,2/2,25.41,77.003,vfdb,NP_273273
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_80978,1211,1352,algW,640-781/1170,.......=/==....,2/4,11.97,76.389,vfdb,NP_253136
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_81008,2,314,bplB,65-377/576,.=======/==....,2/6,53.82,77.532,vfdb,NP_878994
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_81349,1365,1547,pvdM,1116-1298/1347,............===,0/0,13.59,75.410,vfdb,NP_251083
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_8146,466,836,cheY,1-371/375,===============,0/0,98.93,75.741,vfdb,NP_207858
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_81616,1717,1973,algA,1147-1403/1446,...........====,0/0,17.77,78.210,vfdb,NP_252241
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_82643,1,207,bscQ,874-1080/1080,............===,0/0,19.17,99.517,vfdb,NP_880885
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_82643,204,414,bscR,1-211/672,=====..........,0/0,31.40,99.052,vfdb,NP_880884
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_82959,66,550,srtC,371-855/855,......=========,0/0,56.73,98.969,vfdb,NP_814824
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_83545,1,300,bscL,25-324/639,========.......,0/0,46.95,98.333,vfdb,NP_880889
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_84444,1,443,tcfA,1363-1805/1944,......../.====.,2/2,22.74,85.586,vfdb,NP_879974
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_84873,1,781,bopD,200-980/1011,..=============,0/0,77.25,99.104,vfdb,NP_814691
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_85017,35,365,icl,819-1149/1287,......../=====.,2/2,25.64,77.711,vfdb,YP_177728
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_85334,698,1548,fss1,5114-5964/5964,............===,0/0,14.27,98.942,vfdb,NP_813892
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_85955,286,454,tlpA,1658-1826/2028,............==.,0/0,8.33,77.515,vfdb,NP_206899
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_8641,1,1085,EF0818,1823-2907/3015,.........======,0/0,35.99,99.631,vfdb,NP_814561
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_86918,69,858,bscC,1014-1803/1803,........=======,0/0,43.82,98.354,vfdb,NP_880879
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_8701,1,462,gelE,1072-1533/1533,..........=====,0/0,30.14,99.351,vfdb,NP_815516
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_8701,511,713,sprE,1-203/855,====...........,0/0,23.74,99.015,vfdb,NP_815515
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_87642,292,506,pilJ,1504-1718/2049,......../..==..,2/2,10.44,75.463,vfdb,NP_249102
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_88196,416,555,cheV3,602-741/1302,......===......,0/0,10.75,75.714,vfdb,NP_207394
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_89282,109,222,tlpC,1663-1776/2022,............==.,0/0,5.64,81.579,vfdb,NP_206882
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_89423,205,471,hsiC1/vipB,1216-1482/1497,............===,0/0,17.84,77.154,vfdb,NP_248774
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_89645,207,349,pscN,922-1064/1323,..........===..,0/0,10.81,76.224,vfdb,NP_250388
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_89826,467,582,pilJ,1525-1640/2049,...........==..,0/0,5.66,79.310,vfdb,NP_249102
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_9080,1,257,relA,525-781/2373,...==..........,0/0,10.83,77.043,vfdb,NP_217099
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_9101,1,317,prn,468-784/2733,..===..........,0/0,11.60,93.060,vfdb,NP_879839
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_9109,74674,74812,xcpA/pilD,586-722/873,......../.===..,3/6,15.46,78.723,vfdb,NP_253218
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_91268,808,1176,cheY,1-369/390,========/======,2/2,94.36,76.486,vfdb,YP_001006774
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_91481,1,556,fss1,409-964/5964,.==............,0/0,9.32,98.741,vfdb,NP_813892
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_92812,1,170,bsp22,449-618/618,..........=====,0/0,27.51,98.235,vfdb,NP_880899
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_92812,193,468,btc22,1-276/276,===============,0/0,100.00,97.101,vfdb,NP_880898
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_93571,4658,4876,acpXL,1-219/237,==============.,0/0,92.41,75.799,vfdb,NP_540392
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_9406,47,187,tssH-5/clpV,1111-1251/3039,.....=../......,2/2,4.61,76.056,vfdb,YP_111509
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_94211,1,475,ptlC,1221-1695/2475,.......====....,0/0,19.19,99.789,vfdb,NP_882289
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_94913,277,381,hbhA,475-586/600,......../...===,3/7,17.50,80.357,vfdb,NP_214989
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_96099,641,769,bopD,1-129/1011,==.............,0/0,12.76,99.225,vfdb,NP_814691
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_96384,1,517,EF3023,2679-3195/4119,.........===...,0/0,12.55,99.807,vfdb,NP_816637
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_96956,1,484,cyaD,542-1025/1323,......======...,0/0,36.58,98.554,vfdb,NP_879580
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_97091,1,606,fss2,4008-4611/4956,......../...===,1/2,12.19,99.010,vfdb,NP_816151
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_98747,664,1432,icl,444-1209/1287,....====/======,8/13,59.13,75.840,vfdb,YP_177728
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_98898,5,171,cheB,37-203/1104,===...../......,4/12,14.58,78.613,vfdb,YP_109897
/tmp/SRR606249_subset10_1_reads_trim2.megahit.contigs.fa,k119_99807,26,586,clpE,1182-1742/2175,.......=/====..,4/6,25.66,77.128,vfdb,NP_464522
