#FILE,SEQUENCE,START,END,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_93158,4,410,gspE,748-1154/1494,.......=/===...,2/2,27.18,76.471,vfdb,YP_404601
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_93480,26,586,clpE,1182-1742/2175,.......=/====..,4/6,25.66,77.128,vfdb,NP_464522
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_9378,53,262,pilQ,838-1047/2145,.....===.......,0/0,9.79,75.714,vfdb,NP_253727
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_94058,829,1016,tlpC,1621-1808/2022,............==.,0/0,9.30,78.723,vfdb,NP_206882
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_94112,538,632,acfB,1396-1490/1881,...........=...,0/0,5.05,83.158,vfdb,NP_230488
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_94847,2,314,bplB,65-377/576,.=======/==....,2/6,53.82,77.532,vfdb,NP_878994
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_94921,466,836,cheY,1-371/375,===============,0/0,98.93,75.741,vfdb,NP_207858
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_95211,117,258,cheV3,597-738/1302,......===......,0/0,10.91,75.352,vfdb,NP_207394
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_95751,2621,2751,cheV3,595-725/1302,......===......,0/0,10.06,78.626,vfdb,NP_207394
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_96516,1,645,EF0818,134-778/3015,====...........,0/0,21.39,98.295,vfdb,NP_814561
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_96613,1844,2550,clpV1,586-1292/2709,...====./......,4/8,25.95,75.387,vfdb,NP_248780
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_97007,1,129,tsr,1076-1204/2022,.......==......,0/0,6.38,77.519,vfdb,YP_109900
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_9756,1021,1179,bplC,172-330/1101,..===.../......,2/2,14.35,75.625,vfdb,NP_878993
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_98832,1,587,fss1,1130-1716/5964,..===..........,0/0,9.84,99.830,vfdb,NP_813892
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_99057,158,543,katA,358-743/1515,...====./......,2/2,25.41,77.003,vfdb,NP_273273
/tmp/SRR606249_subset10_1_reads_trim30.megahit.contigs.fa,k119_9910,1,479,fss2,1986-2464/4956,......==.......,0/0,9.67,97.495,vfdb,NP_816151
